[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9981612691195562, -4.25586688028482e-05, -0.060614181660702135, 0.0], [0.0007815604334426539, 0.9999256587981644, 0.012168238999367286, 0.0], [0.06060915766553571, -0.012193238528650039, 0.9980870978733558, 0.0]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9939832354645689, -0.002678758352214451, -0.1094995519126813, 0.2161363519369832], [0.0040186961173404165, 0.9999197048107198, 0.012018070259381562, 0.024749276809144048], [0.10945856611934957, -0.012385805784582602, 0.9939141885083252, 0.0016937255900018044]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9933767652710822, -0.0035868634566517976, -0.11484657866085797, 0.20413159457789923], [0.00513580363466029, 0.9998997661130862, 0.013193985297160933, 0.0239087877416022], [0.11478774211817006, -0.01369642791164268, 0.993295616683107, 0.0027313232399990284]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9927220657012447, -0.004578942206326168, -0.12034090558959878, 0.21032648275495236], [0.00617679640102329, 0.9998976092279985, 0.012908069040452715, 0.025542936447215607], [0.1202694784892406, -0.013557446234594218, 0.9926487033162952, 0.0009994506799984038]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9919247510735233, -0.0033656339741908324, -0.12678312472754635, 0.23763972521292356], [0.004963632884256684, 0.9999121506701912, 0.0122903739041249, 0.028407787060781745], [0.12673062201504073, -0.012820430962516083, 0.9918543169203914, 0.002166748050001388]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9911780158362823, -0.0019185859450217566, -0.13252343170481964, 0.223871049756826], [0.00355537079129236, 0.9999202852184423, 0.01211538473203296, 0.027913013786397656], [0.13248962322154462, -0.012479672938034763, 0.9911058255816948, 0.000762939449998612]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9905142025081481, -0.0008519109551430048, -0.13740774678806036, 0.23056939332651433], [0.0026189256541736725, 0.9999161839044131, 0.012679368850769883, 0.03193136848741608], [0.13738542811399293, -0.012918955598672439, 0.9904334125665261, -0.000419616700000347]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9898838658502052, -0.0024499290546022684, -0.14185883820573336, 0.2613907339972186], [0.004403032472904739, 0.9998997739520351, 0.013455681168622833, 0.03979933228859614], [0.14181165479076666, -0.013944170764032562, 0.9897954408195705, 0.0010833740300029149]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9895114972197746, -0.0027160870403071173, -0.1444285973797068, 0.24438264939549129], [0.004628968550338368, 0.9999059467056548, 0.01291008880016519, 0.03738665241933296], [0.14437994846944624, -0.013443236732931846, 0.9894310030851583, -0.0005874633800004858]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9894325442078964, -0.003532313693756143, -0.14495089934960145, 0.2505527515096464], [0.00523414698324839, 0.999921761779825, 0.011361074970649525, 0.040605339088645505], [0.14489942776852896, -0.011999711625696269, 0.9893736214157183, -0.0020675659200009022]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9897759270819237, -0.0036337957673516345, -0.14258474566881074, 0.2805574617356439], [0.004892502254206125, 0.9999520907868004, 0.00847818098409811, 0.04554104556077633], [0.14254710656765662, -0.009089095633104107, 0.9897462860499965, -0.002029418950002082]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.990449343788583, -0.005296159827837014, -0.1377753536734461, 0.2622652063818216], [0.006278542487226699, 0.9999578661012105, 0.006696710128826122, 0.04334271406741764], [0.13773408181347577, -0.0074977805643696065, 0.990440864460674, -0.003204345699998612]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9915313056780902, -0.006222672025998743, -0.12971872730318598, 0.296059720953482], [0.007091552812207168, 0.9999554016287502, 0.006237357789675686, 0.04745105714855031], [0.12967412902739373, -0.007104442718581384, 0.9915312134041193, -0.006172180169997432]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9926522699474866, -0.0062937433139162256, -0.12083815524576899, 0.2752438496915614], [0.007197847756914294, 0.9999492647183904, 0.007046912573505206, 0.04057285803829089], [0.12078767302904017, -0.007864908406896848, 0.9926472088612251, -0.004379272470004025]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9938866291813366, -0.006214187252787932, -0.11023045047239721, 0.28060660181051084], [0.007233634607781416, 0.9999346664964862, 0.008850834363036764, 0.03647341531505299], [0.11016824798879864, -0.009594092731889419, 0.9938666462457276, 0.0008087158199998612]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9953079724675105, -0.005763059232827695, -0.09658585347188514, 0.3163865232014637], [0.006679612081253675, 0.9999356552693177, 0.009168865991192102, 0.034312791589636876], [0.09652679796335065, -0.009771001453248723, 0.9952824246441525, -0.0010910034099964605]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9966191721214355, -0.004869210542375176, -0.08201534337353308, 0.2945282201174951], [0.005488437263686864, 0.9999580997543989, 0.007326376455949571, 0.027495328471067657], [0.08197623324102596, -0.00775174330494381, 0.9966041378899383, -0.004745483400000694]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9978460016119012, -0.0029041679656041743, -0.06553566109813169, 0.3017430634805243], [0.00336973875709829, 0.9999698593156108, 0.006994663753626868, 0.022403225931168193], [0.06551337213005085, -0.007200435316350696, 0.9978257121378485, -0.0016937255900018044]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9989303026874042, -0.0017334540385968028, -0.04620871681779343, 0.3418581413327893], [0.0021137396752129523, 0.9999642916570586, 0.008182146135504519, 0.01847997725677574], [0.046192883406823426, -0.008271066913850553, 0.9988982966121577, 0.0018386840799990978]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9996252673077951, -0.0028059551378656978, -0.027229608436101255, 0.3187656795144412], [0.0031238391290906455, 0.9999273885576535, 0.011638695861951404, 0.014897108586876848], [0.027194973596506283, -0.011719395378419812, 0.999561448427784, 0.006484985360003748]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9999555876646068, -0.008262754867295646, -0.004533164494471022, 0.3594979853006597], [0.008317822413361185, 0.9998901685074846, 0.012266407476269689, 0.012422024254605127], [0.004431312292169998, -0.012303568753702346, 0.9999144891775956, 0.00012207030999888957]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.999811363643716, -0.008594818830999232, 0.017417411350581, 0.3328692528270748], [0.008419610514807807, 0.9999134668785565, 0.010107863952625107, 0.0003091208663408198], [-0.017502779427050568, -0.009959309422251183, 0.9997972118725676, -0.004455566410001666]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9990929815352402, -0.007480567268720373, 0.041919629773680994, 0.3364148988459776], [0.007190596338519545, 0.9999491975642657, 0.007063824380445409, -0.012612569053676598], [-0.04197034156783575, -0.006755990224937798, 0.9990960149178656, -0.000694274899998959]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9972760850032728, -0.006235094476532727, 0.07349512825632563, 0.37549689520507723], [0.00589397028425696, 0.9999708328473956, 0.004857424088384971, -0.021827697380384162], [-0.07352327111080777, -0.004411014776084718, 0.997283746761077, 0.002609252930000139]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9944531646386798, -0.00805088081542753, 0.10487176292124821, 0.34662771151660654], [0.0077509249128508585, 0.9999646228114472, 0.0032674590365654814, -0.029886986075941802], [-0.10489435877639015, -0.0024364818193589035, 0.9944803854542501, 0.0027008056599981956]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9902382445859582, -0.008973766053813587, 0.13909597579416658, 0.35190978332768735], [0.008924268659746298, 0.9999596981375933, 0.000979555747103615, -0.040789543538633254], [-0.13909916027139999, 0.00027133629399073964, 0.9902784204396292, 0.0007095336899993754]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9835176938784872, -0.006762893838164633, 0.18068538705406145, 0.38964175734292145], [0.007210297383305075, 0.9999723502225885, -0.0018194510043725138, -0.06212714110313894], [-0.18066808638934156, 0.0030922576294227164, 0.9835392623089161, 0.0009002685600023597]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.97534680939596, -0.004792304648869233, 0.22062555431607017, 0.3561565220496218], [0.005921403228488817, 0.9999725372940217, -0.004456640165214914, -0.07389688554557607], [-0.22059813776395856, 0.005653182635382564, 0.9753484009015264, -0.00022125243999937538]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9636490173872289, -0.0019577257115029776, 0.26716425396872784, 0.39247110597513946], [0.003856543956413484, 0.9999708965517207, -0.00658278955005852, -0.09962736417578621], [-0.2671435912713248, 0.0073738293705936245, 0.9636285219331528, 0.0027313232399990284]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9502475265087541, -0.0007223267614355805, 0.3114949704377975, 0.35763804055591036], [0.0025609232839607057, 0.999981631397854, -0.005493499687826791, -0.11529187946690703], [-0.3114852806087766, 0.006017899212864828, 0.9502319216134214, 0.0011978149399993754]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9343415121192631, 0.0007302529924955027, 0.35637817758843743, 0.3558282307522984], [0.0007325238955849109, 0.999991852856849, -0.003969587972128498, -0.13251712993526407], [-0.35637817292790436, 0.003970006359317514, 0.9343333649774452, 0.002761840819999861]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.9145886336953082, 0.0027044937390124976, 0.4043764543454095, 0.3870299402466764], [-0.0017560123344834784, 0.9999947687655932, -0.0027164061053024896, -0.17033392706446154], [-0.40438168546069264, 0.0017743041068049629, 0.9145885983921437, 0.004745483400000694]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.8943147481854535, 0.0038451826562253847, 0.44742188787354736, 0.34766488954787017], [-0.0033832088315351996, 0.9999925995312192, -0.0018316060703529723, -0.17086852076611267], [-0.44742561960172905, 0.00012431063910672905, 0.8943211388930008, 0.006065368649998959]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.8718054763417288, 0.002792385385543865, 0.48984427525942364, 0.3434991286406142], [-0.0031446159907984354, 0.9999950502888216, -0.00010386591176535698, -0.18947252448248902], [-0.4898421407053928, -0.001449821270299589, 0.871809942136153, 0.005355834959999584]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.84452204576666, 0.007206036931549262, 0.535472302967984, 0.36985926437768246], [-0.006766455415728891, 0.9999732283785507, -0.0027852481551511633, -0.23255283646121966], [-0.535478038107262, -0.0012710459944344616, 0.8445481958697666, 0.0016021728600037477]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.8176633994707453, 0.008647526473440702, 0.5756316404193185, 0.33038346507082494], [-0.007462203345126267, 0.9999623785707161, -0.0044223256813380315, -0.2342220246452585], [-0.5756482265126684, -0.0006795065025279243, 0.8176971674059612, -0.002098083500001735]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.7884345235739587, 0.00923420898769703, 0.6150493731572094, 0.32665070386703143], [-0.007089794321294863, 0.9999573155277051, -0.005924688946037574, -0.24889143471457376], [-0.6150778299151958, 0.0003106557533670861, 0.7884663383048235, -0.0024948120099992366]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.7537469723710324, 0.008137392425183874, 0.6571143618016735, 0.35382919988113715], [-0.0049107310042213435, 0.9999651590824581, -0.006750210529934712, -0.2969334816341494], [-0.657146396446413, 0.0018610388799867523, 0.7537606716801964, -0.005554199220000555]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.7197219485205948, 0.007204031757500449, 0.6942250490612935, 0.31335957292382294], [-0.0026291559728003453, 0.9999672741252673, -0.00765102720901994, -0.2916461624174131], [-0.6942574481822928, 0.0036813862768528063, 0.7197173355133886, -0.0038604736299987508]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.6792793458792522, 0.008058743846438315, 0.7338355584935039, 0.3340525639868929], [-0.001853078652421441, 0.9999553538656282, -0.009265871517260672, -0.3501757513546076], [-0.7338774668576241, 0.004934260135413945, 0.6792639521684872, -0.0026016235400021515]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.6402364929973825, 0.008269931233302079, 0.7681333486262714, 0.29306506100184954], [-0.0012407798768212014, 0.9999518773822105, -0.009731566425299714, -0.3418209116572589], [-0.7681768634238536, 0.005277419557814201, 0.640215944305592, -2.2888179998403757e-05]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.5989773167144979, 0.011172639615738464, 0.8006880454868279, 0.2800665229445128], [-0.003952708689105107, 0.9999317306936714, -0.01099591042061164, -0.3657982205362101], [-0.8007562364137535, 0.0034214143239125767, 0.5989805871382686, 0.005035400389999722]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.5510701957783812, 0.011990634335577779, 0.8343727368586578, 0.29346095481805223], [-0.004838520650844939, 0.9999258611350662, -0.011174119706165346, -0.42942602868764446], [-0.8344448621944339, 0.002120594616334979, 0.5510873569914169, 0.002433776849997571]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.5060044952910191, 0.011058542078412104, 0.862459946543827, 0.2554277780425913], [-0.0036777054288246068, 0.9999363793422237, -0.010663571200268188, -0.41036529458175647], [-0.8625229998255466, 0.002223941335643538, 0.5060129730124275, -0.0003051757799994448]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.46045936804084314, 0.008891620561090646, 0.8876362483963941, 0.24469978808323414], [-0.0023976335983204073, 0.9999586419860288, -0.008773008069370302, -0.436716129184713], [-0.8876775437829638, 0.0019113872591971937, 0.46046164320406735, 0.0005645752000020821]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.4099791192306598, 0.00649082787748553, 0.9120718123855803, 0.24826966268056427], [-0.0013631855950685613, 0.9999779218079856, -0.006503662169552392, -0.5036088985951076], [-0.9120938896406914, 0.001423042531734754, 0.40997891583600626, 0.0031967163100006246]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.3644947119274919, 0.008561005435597197, 0.9311661044963064, 0.20497180406713386], [-0.0024057000295873154, 0.9999630592735255, -0.008251829839451748, -0.48329933307150846], [-0.9312023505040472, 0.0007676420150681771, 0.3645018424390669, 0.002754211419997432]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.32223997071584615, 0.01235522300717748, 0.9465773870833244, 0.18140887708602424], [-0.004053348108695556, 0.9999236684512719, -0.01167165969606111, -0.5051311459090951], [-0.9466493393237859, -7.573238300411952e-05, 0.32226545365962794, 0.0004272461000027761]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.2809311627209131, 0.014142995554743633, 0.9596237061937426, 0.18150131362494246], [-0.0048403609603040534, 0.9998995750504558, -0.013319561542783463, -0.5781596217723536], [-0.9597157145311573, -0.0009030452128955623, 0.28097140742661636, -0.0011749267600009716]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.24705121080194098, 0.009895435647863365, 0.9689518974617026, 0.15615775243278474], [-0.004017159628187073, 0.9999497225166771, -0.009187756382391707, -0.542809565828466], [-0.9689940978508675, -0.00162258810531528, 0.24707854123339787, 0.003379821769996738]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.2159051559841283, 0.005312607042246445, 0.9763998872520848, 0.1549687218557665], [-0.0030386338626124535, 0.99998401147386, -0.00476901466724738, -0.6158260288563063], [-0.97640961195787, -0.0019372669052325256, 0.21591784704655537, 0.0036163330100009716]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.19236184209827042, 0.011682683194828378, 0.981254521833112, 0.1171499742378949], [-0.003995545192512901, 0.9999301686022842, -0.011121759645933363, -0.5773662956704716], [-0.98131593145285, -0.001781244614475887, 0.19239508789064427, -0.0006561279300001388]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.17137616917561815, 0.02125858849783536, 0.9849762845133733, 0.1051061922738055], [-0.004513549072410108, 0.9997736212909578, -0.02079264402464026, -0.5911353730084177], [-0.9851953291167498, -0.0008823751153361354, 0.17143332494207472, -0.010978698729999792]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.15082473322595896, 0.02839539099363975, 0.9881526206096084, 0.10468522118675536], [-0.004508739504010989, 0.9995967438603787, -0.028036064841801253, -0.6722807563391799], [-0.9885502370215705, -0.0002267907560641631, 0.1508919396473837, -0.012725830080000833]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.13645436686560355, 0.027148776428749046, 0.9902742800364599, 0.08782268266809813], [-0.0037942723796905264, 0.9996314000633615, -0.0268824757876284, -0.6247068962239711], [-0.9906390913245934, -8.913913567951152e-05, 0.13650707964716885, -0.006065368649998959]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.12410405868091032, 0.025260299749441394, 0.9919476296032435, 0.08100098396237485], [-0.003358703170271113, 0.9996808825186672, -0.025037017388514913, -0.6398715245460467], [-0.9922635243381362, -0.00022446217311210308, 0.12414929675513132, -0.0018005371100002776]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.11129119979571354, 0.024571652895450463, 0.9934840223788283, 0.0815105660808675], [-0.0029157172252792644, 0.9996980549066659, -0.02439872146017693, -0.7166787536187903], [-0.9937835616677773, -0.00018135549230516526, 0.1113292399556048, -0.00215148924999653]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.10026851946161494, 0.026447480819060013, 0.9946088451061056, 0.06705777217242923], [-0.0028025326936387904, 0.9996501928773257, -0.026299005510219756, -0.6655662958350821], [-0.9949564662916045, -0.0001504614599695925, 0.10030756474898705, -0.002304077150000694]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.09044521263572909, 0.027814015709460852, 0.9955129552353358, 0.055678071284730346], [-0.0026397595815815843, 0.9996131077836928, -0.027688741690055776, -0.6726898779942853], [-0.9958979341180647, -0.00012360073239820485, 0.09048364240142939, 0.0002899169899990284]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.08175248204247648, 0.02868504004629578, 0.9962397804531985, 0.05282262879076351], [-0.0025158270870931517, 0.9995884850673089, -0.028575008922312035, -0.7515956614463662], [-0.9966494881822608, -0.00017028912111897117, 0.08179100627607427, 0.0019989013700012492]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.0762049618937674, 0.029334266990338895, 0.9966605764064861, 0.045245312175898465], [-0.00245785212431925, 0.9995696331349384, -0.029231959862791576, -0.6975844272021623], [-0.9970891448339534, -0.00022202392752176017, 0.07624426509365258, 0.0026321411099985426]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[0.07116052047072471, 0.027867520701914707, 0.9970755145004131, 0.04372533242680377], [-0.002351429599558963, 0.999611557347788, -0.027770581476952234, -0.7093714127783456], [-0.9974621050973184, -0.00036838384611716593, 0.07119840720246509, 0.0036087036099985426]]]
