[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06990721548506137, 0.039423663360546715, 0.9967741750217849, 0.0], [0.003609926549858419, 0.9992222209270442, -0.0392673100164779, 0.0], [-0.9975469661391537, 0.000853213255783734, -0.06999515964486638, 0.0]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.08314097642181949, 0.043660026882522726, 0.9955809259383406, -0.07553475981228054], [0.004397012317232578, 0.9990461530894764, -0.043444795773490696, -1.051179643737437], [-0.9965280950993346, 0.0007655388530981462, -0.0832536463342948, -0.002380371100002776]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.0830053918837414, 0.04367965473140103, 0.9955913783680392, -0.08427351618830618], [0.004337570308216895, 0.9990453359689948, -0.043469554430881095, -1.1505778645990867], [-0.9965396582184012, 0.0007102402013790267, -0.0831156131951666, -0.007766723629998751]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.08295120776454742, 0.04211264194697955, 0.9956634082453006, -0.0811509573265659], [0.004362271140947395, 0.9991124920556308, -0.041895092897376335, -1.04410723013965], [-0.996544062107088, 0.0008681051966405212, -0.08306129467129572, -0.006828308110002013]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.08258439490523667, 0.03838322710681061, 0.9958446392861704, -0.08500652543904973], [0.004199976205555893, 0.9992625610107587, -0.038166665587818414, -1.1330518356209804], [-0.9965752244151009, 0.0010305528063118035, -0.08268470259307172, -0.0018386840799990978]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.08228244161866051, 0.0394935917390528, 0.9958262177773896, -0.0776323926359115], [0.004192044441626793, 0.9992193794129226, -0.0392817841887722, -1.0237658506380756], [-0.996600234078174, 0.000942346646870468, -0.08238376914250756, -0.005943298340000069]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.08159675080370067, 0.04037140506489503, 0.9958474380703929, -0.07714744442967987], [0.004232868850936798, 0.9991843018680403, -0.040159852113369005, -1.0074200220788851], [-0.9966564368324571, 0.0009383781556853358, -0.08170107934946386, -0.0015563964799980567]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.0809602847311732, 0.03573184374765281, 0.9960766374324019, -0.0828658576264557], [0.003889080940133683, 0.9993609164371547, -0.035533558044914725, -1.0968132376871387], [-0.9967097407699438, 0.0009970156887228376, -0.08104750837643306, 0.00500488280999889]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.08043996977647795, 0.03702608943207712, 0.9960715235181292, -0.07188978384404623], [0.003835384403842137, 0.9993139316445495, -0.036836881621380504, -0.9788272520535498], [-0.9967520760393901, 0.0008571595421291657, -0.08052679174464396, 0.000694274899998959]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07972867677292694, 0.0343925305709797, 0.9962231135347958, -0.07103459810169956], [0.00355042967337147, 0.9994080746239135, -0.03421834048659924, -0.9661698555779109], [-0.9968102791149239, 0.0008088370952304227, -0.07980359160702478, -0.004890441889997987]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07930287290848352, 0.028764249966520213, 0.9964354832463186, -0.07730040786396747], [0.0032413255165255786, 0.9995857605103095, -0.028597223535200694, -1.048258842823243], [-0.996845298006344, 0.0009619297738702737, -0.07936325682425911, 0.0060501098599985426]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07840568056735064, 0.02442717329913767, 0.9966222265529625, -0.06903706917513851], [0.0030483008292980906, 0.9997009670283976, -0.024262818973502017, -0.9350809789559148], [-0.9969168757307826, 0.0011356615255984513, -0.07845669605632524, 0.006317138669999167]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07756584724706672, 0.02192638535069397, 0.9967460925262249, -0.07696702471163337], [0.0028855384830925265, 0.999758882443376, -0.02176811069510831, -1.0100652952278486], [-0.996983055527278, 0.0011876872588225157, -0.07761041418822558, -0.0032653808600002776]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07710939199514012, 0.02131772397137774, 0.9967947112173199, -0.0660952158435715], [0.0027632403348377362, 0.9997721217373539, -0.021167642751185937, -0.9010457171390166], [-0.9970188093356072, 0.0011221592890743488, -0.07715072643558321, -0.0004501342699967381]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07651887160563699, 0.019799961396089548, 0.9968715182092993, -0.06534149431950058], [0.0025889319571295363, 0.9998033819959606, -0.01965947051068396, -0.8880808674779851], [-0.9970647720782845, 0.0010765120308024608, -0.07655508737063882, 0.0017547607399990284]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.0757126597197205, 0.01849931977755172, 0.9969580574557455, -0.06867399676874608], [0.0026206281070393672, 0.9998281248757529, -0.018353555943208255, -0.95213637414377], [-0.9971262334661998, 0.0012230597711329148, -0.07574812643429424, -0.0032958984400011104]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07468258146939062, 0.01691050319900146, 0.9970639632975532, -0.06427846801318184], [0.0026314086515571073, 0.9998560659643771, -0.01676075901466036, -0.8477864291691853], [-0.9972038847264768, 0.0013719459885758042, -0.07471633054846905, -0.002410888669999167]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07412982479917544, 0.01646371006591945, 0.9971126893817512, -0.060193428989293446], [0.0026299685734892156, 0.9998634654489916, -0.016313605537568117, -0.8230309234531442], [-0.9972451315201022, 0.0014130503169585366, -0.07416300255690657, -0.002334594730001527]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07323444466697974, 0.021596102966870957, 0.9970809016579164, -0.06576612451177434], [0.002745599612536761, 0.9997660964335715, -0.021452601351502596, -0.8805697439293686], [-0.997310973466695, 0.0011665155906203874, -0.07327660912112487, -0.009422302239997293]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07257013634264924, 0.02499978214147752, 0.9970499416799982, -0.0540258430289354], [0.0028136464986408777, 0.9996869552753983, -0.024861111109207756, -0.7765436041075405], [-0.9973593428171162, 0.00100117185455306, -0.0726177591937927, -0.004058837889999722]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07198821780692356, 0.025844618898265125, 0.9970705853503985, -0.0510847256087647], [0.0027881287475771985, 0.9996655402897463, -0.02571057944303263, -0.7553167966742753], [-0.9974015855386785, 0.0009291023694918266, -0.07203619877337461, 0.002296447749998265]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07157758403298717, 0.024481253057647125, 0.9971345534644399, -0.055020515251648666], [0.002746490216988881, 0.9996997931389338, -0.024347081744244468, -0.8070378196893149], [-0.9974312538994798, 0.0009959150066049945, -0.07162333347318439, 0.0017242431599981956]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.0709101342800598, 0.024901816068548452, 0.997171826924965, -0.04857962277571725], [0.0027888430541627147, 0.9996893764587016, -0.02476636731600936, -0.7097721912864892], [-0.9974788094043919, 0.0010247692913189256, -0.0709575551798146, -0.0012817382799994448]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07053493128953575, 0.023954364149582873, 0.997221646328523, -0.05294871987414164], [0.0028103277223289706, 0.9997124226401255, -0.02381541679467696, -0.7539200221972037], [-0.9975053511265358, 0.001122700850739389, -0.07058196665385692, 0.0014572143600020127]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.07036400438424499, 0.023672262154200627, 0.9972404579094837, -0.043696481726807894], [0.002840588472065135, 0.999719079835517, -0.023530670835308475, -0.660906117918552], [-0.9975173371646963, 0.0011770375227947642, -0.07041148087154261, 0.006164550779999445]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06993218167568256, 0.022909175404664035, 0.9972886541259545, -0.042587520683393464], [0.002804383662358798, 0.9997368247875351, -0.022768763603047373, -0.6375042269385685], [-0.9975478060716457, 0.0012045106954676438, -0.06997802337613489, 0.006332397459999584]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06981507387132871, 0.02148964385321083, 0.9973284567620655, -0.04235645373219129], [0.0027364754206473077, 0.9997683037376844, -0.021350656752083478, -0.6751660735869424], [-0.9975561974959672, 0.0012385671298934125, -0.06985770386186221, 0.0038452148399983344]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.0694995930316814, 0.021757975358839676, 0.9973446731580385, -0.038628467800492616], [0.0027366390512144553, 0.999762514547971, -0.02162002107818501, -0.5912837594654141], [-0.9975782261933818, 0.0012267897138147732, -0.06954263161445683, 0.00521087647000229]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06914825043012632, 0.02192325060360241, 0.9973654749114911, -0.03628718503869617], [0.0027845825288560534, 0.9997588487391644, -0.021782802112692956, -0.5694579534407215], [-0.9976025087992675, 0.001271003820764382, -0.06919262234295703, 0.004425048830000833]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06907443471664326, 0.022261685156844326, 0.9973630932827592, -0.037509316769463084], [0.002880344792939537, 0.9997512730623934, -0.02211550641512921, -0.6032395989231604], [-0.9976073506557828, 0.0013451334883097172, -0.06912137537295286, 0.0036392211899993754]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06893151395016954, 0.021945814279110007, 0.9973799815617739, -0.03204850248249463], [0.00285967730722014, 0.9997582508981544, -0.021800504736395127, -0.5260650730011969], [-0.9976172956751683, 0.0013494431035902888, -0.06897760776566567, 0.002922058099997571]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06887793415886245, 0.02174223313277452, 0.9973881418406816, -0.03069597629134624], [0.0028273035918947344, 0.9997627220645262, -0.021598748216695385, -0.5074900995792415], [-0.997621088660623, 0.0013322419183559814, -0.06892306283867765, 0.002449035650002429]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06855329914424155, 0.022112403864680986, 0.9974023695438894, -0.03465818106882639], [0.002830458640130816, 0.9997546234622481, -0.021970010690597983, -0.5373378200677389], [-0.9976434401530071, 0.0013169894394877027, -0.0685990660176189, -0.0007095336899993754]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06838682651988952, 0.023207163750663697, 0.997388925900618, -0.029430192200505804], [0.002847835807378716, 0.9997298797536276, -0.023066368570097605, -0.46780711925640367], [-0.997654815950764, 0.0012629641512156796, -0.06843444404537817, -0.0008621215799990978]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06803931009806907, 0.0243065551231166, 0.9973865066559832, -0.02983289816952652], [0.0028245037637262245, 0.9997038643594599, -0.02417034884421949, -0.4905962181056668], [-0.9976786428804956, 0.0011725880817492207, -0.06808781518981974, 0.0017242431599981956]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06787832419018501, 0.025067779768808127, 0.9973786339813957, -0.026260595400498632], [0.0028297880447392303, 0.9996851152404406, -0.024933163985520555, -0.4249063398498954], [-0.9976895937137733, 0.0011299487464226884, -0.06792788684389102, -0.0024948120099992366]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06754789477668738, 0.024351840355603227, 0.9974188036038487, -0.026367327868729015], [0.002803494748518664, 0.9997027764997091, -0.02421774299904633, -0.40334983347390646], [-0.9977120939070713, 0.0011604008221487193, -0.06759608821151827, -0.0007476806700026373]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06748636666703185, 0.024619848701165417, 0.9974163891595198, -0.025206054547894326], [0.002794248466221775, 0.9996962418607676, -0.024487061582942733, -0.4215033364980384], [-0.9977162835644169, 0.001134486399008787, -0.06753466110834135, -0.0012054443299973627]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06720204619189687, 0.02396191698261217, 0.9974516086117364, -0.020960986616035994], [0.0027144213625577202, 0.9997122604131853, -0.023833344209867376, -0.3621030039155689], [-0.9977356949133817, 0.0011058544560343738, -0.06724775224223795, 0.002082824699996877]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06723742632499882, 0.023928466674006253, 0.9974500273115549, -0.019610326369883038], [0.0027284444425646486, 0.9997130443962288, -0.023798833058531824, -0.341162068611634], [-0.9977332730204572, 0.0011213146993601885, -0.06728341966064749, 0.0026473999100034007]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06696113995532778, 0.02318631863165912, 0.9974861404371463, -0.022079051956591274], [0.0026959715864051637, 0.9997305052162351, -0.023057508046117614, -0.35235706380822307], [-0.9977519418538299, 0.0011452372691543192, -0.06700560393361915, -0.003166198729999792]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06683882657070153, 0.02325457670261823, 0.9974927548233288, -0.01799093011920657], [0.0027080517936362123, 0.9997289078829855, -0.023125250238129173, -0.29601501623154125], [-0.997760110306147, 0.0011555974537680522, -0.06688368168985749, 0.0013732910099975015]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06684140698498114, 0.022061240687762034, 0.9975196880120135, -0.016902867268628118], [0.002668723062371922, 0.9997559056552999, -0.021931872345227733, -0.2752503895801189], [-0.9977600434119841, 0.001196146591197685, -0.06688396671735228, 0.0013580322300015268]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06673365433401818, 0.02194746037081099, 0.9975294122794072, -0.016894013827078624], [0.002666426112434931, 0.9997584006965434, -0.021818121103262457, -0.27696273592443155], [-0.9977672622165025, 0.001203835520900817, -0.06677605281104833, -0.001121521000001735]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.0663680317861475, 0.022651890637780846, 0.9975380575233043, -0.01409972063849993], [0.0026699648062959683, 0.9997427301387922, -0.022524316250824662, -0.23040734200059546], [-0.9977916393941002, 0.0011684969696320955, -0.06641143704262019, -0.005134582520000208]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06647703715655734, 0.022533859200736087, 0.997533472481203, -0.013790286240797351], [0.0026907966239071573, 0.9997453664325916, -0.02240450646838144, -0.2299793099500554], [-0.9977843269687164, 0.0011947744910138821, -0.06652074390369636, -0.006729125969997085]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.0664871608968289, 0.022575461484928325, 0.9975318571226794, -0.010110726732116541], [0.0027119846475155565, 0.999744405918711, -0.022444776085209082, -0.18585272576884332], [-0.9977835950621512, 0.0012130016430537951, -0.06653139147697967, 0.004425048819996391]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06646598132887749, 0.022822833347474092, 0.997527639518817, -0.00868533284380652], [0.0027414136436514297, 0.9997387729021402, -0.022690760396191664, -0.16481579527190013], [-0.9977849257115602, 0.0012264722240649818, -0.06651118544019409, 0.010002136229999792]]]
[[[707.0493, 0, 604.0814], [0, 707.0493, 180.5066], [0, 0, 1]], [[-0.06656494105558125, 0.02233594888637671, 0.9975320616449439, -0.007388919298528869], [0.002739094193720141, 0.9997497346120426, -0.02220282653510925, -0.1617925473734275], [-0.9977783350951578, 0.001254404438524505, -0.06660946242268952, 0.011161804200000347]]]
