[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.317964267390336, -0.010929892041624754, 0.9480396943814564, 0.0], [-0.0002530996102986973, 0.9999325342427107, 0.011613048847632543, 0.0], [-0.9481026635357134, -0.00393248304620131, 0.3179400493388292, 0.0]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.37026517988958013, -0.01566950632606844, 0.9287939293152352, 0.45208095686276717], [0.0030110628164379087, 0.999872710868195, 0.01566829798678192, -1.328618020446815], [-0.9289212184367694, -0.003004768307944991, 0.3702652310241447, -0.003135681149998959]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.3730702960753892, -0.015208225459094305, 0.9276784270772965, 0.4156582407200863], [0.0029551516197500478, 0.9998800537456076, 0.015203460151727277, -1.2117399329641503], [-0.9277983731744337, -0.002930528973790628, 0.3730704903028489, -0.004547119139999722]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.3757343985746713, -0.016915748443369617, 0.9265729972227394, 0.41918683377419447], [0.0030709456174577284, 0.999850633634744, 0.017008224869615583, -1.2168311455472973], [-0.9267223052353627, -0.003545119857131934, 0.37573022383680277, -0.001823425300003123]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.3786374997487922, -0.020309844201658152, 0.9253221893008337, 0.4687013063316816], [0.0036403330807199185, 0.9997841553942883, 0.020454598446092532, -1.3406570637475856], [-0.9255378932053754, -0.004376397037958002, 0.3786297074846628, -0.0016326904300001388]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.3811618097393413, -0.022816692489503552, 0.9242267434672455, 0.4301287212234921], [0.0041979047279590885, 0.9997278154687071, 0.022949348009514845, -1.2220028921032113], [-0.9244988114606342, -0.004867599203537247, 0.3811538456920887, -0.003929138179998404]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.38369971464675745, -0.02344823111207241, 0.9231601753962914, 0.4345315355315419], [0.0044787464594173865, 0.9997130720250682, 0.023531137931534878, -1.2208749722964671], [-0.9234470584771761, -0.004894290542612149, 0.38369463914672475, -0.003929138179998404]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.386780464598736, -0.020665648099333984, 0.9219402384067096, 0.47914992480610213], [0.004127491005054255, 0.9997776507504644, 0.020678802622145314, -1.3463035595509534], [-0.922162586544688, -0.004192856844317655, 0.38677976152934107, -0.00671386719000111]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.38997452736605503, -0.019218851370970968, 0.9206250614433665, 0.4392465836964233], [0.0037637610188286817, 0.9998070869536495, 0.019277525262612994, -1.2210615122901525], [-0.9208179527510392, -0.004052731083857386, 0.3899716313555985, -0.00244140625]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.3936587046967815, -0.016805432716136885, 0.9191030419097065, 0.4425084568628266], [0.0029918637592675967, 0.9998510058056146, 0.017000439428053325, -1.2247523921499581], [-0.9192518006333728, -0.003942539882401307, 0.39365033140031463, -0.0017013549799997918]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.3982517263524896, -0.014237330811365355, 0.9171656670790886, 0.49245438939241154], [0.0021856274166136085, 0.9998914274044071, 0.014572454699640029, -1.3450839821024063], [-0.9172735608803175, -0.0037989228137803267, 0.3982396046294209, -0.002021789549999653]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.40254295565404985, -0.013302577353103279, 0.9153044358512998, 0.4535501810964026], [0.0020187698468053933, 0.999904874566141, 0.013644280383201061, -1.223146940992946], [-0.9153988712149514, -0.0036446199574825026, 0.40253151842279167, -0.00013732909999930598]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.40669448737002234, -0.01276605007648696, 0.9134750253336319, 0.4597926228746558], [0.0018842290414680652, 0.9999119550392377, 0.013135138009513748, -1.2218620686978705], [-0.91356228229046, -0.0036207920479242837, 0.4066827341321385, 0.0004501342699967381]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4110533064930413, -0.014997955598921834, 0.9114879267159771, 0.5128626614494147], [0.002517732987124155, 0.9998795185863019, 0.01531696223899088, -1.342385317080886], [-0.9116078324815684, -0.00400120475330804, 0.41104154305712054, -0.10236358641999743]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.41490182194295794, -0.018067849533490506, 0.9096867762926144, 0.47097560930486965], [0.0031035235094764796, 0.9998251031649232, 0.018442646856580532, -1.2193591767737497], [-0.9098608939229338, -0.00482865348576183, 0.41488533092322544, -0.0012893676800018739]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4187134612888672, -0.02107341639732594, 0.9078738615341017, 0.4746235439131323], [0.0038514350321288537, 0.9997629318233155, 0.02143003966962589, -1.2138553949410442], [-0.9081102376824576, -0.005476428890560252, 0.4186953605462056, -0.0016860961899993754]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4230664661831391, -0.023201103047673775, 0.9058015643664357, 0.5259551359001526], [0.004442784266012412, 0.9997132243058486, 0.023531485630315714, -1.3337568409739982], [-0.9060877589170249, -0.005931101531360356, 0.42304821849920154, -0.0027999877899986814]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.42688137267573345, -0.02490527750525172, 0.9039646125899331, 0.4817508203046006], [0.004918317904942562, 0.9996698395136753, 0.025219478894073354, -1.2083228033271807], [-0.9042942573142149, -0.006319740428933186, 0.42686292538640946, -0.003074646000001735]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.43097162699293656, -0.026795174261443032, 0.9019675578219873, 0.4864208735849816], [0.0057426057883842845, 0.9996202259538726, 0.026952297540058415, -1.2072104561828643], [-0.9023472054624098, -0.006436031403553317, 0.4309618292772019, -0.005996704099999306]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4353445248245482, -0.030693732045036223, 0.8997405401105565, 0.5398482825554809], [0.007445552536062922, 0.9995072002087315, 0.030494597527028492, -1.3221879864851023], [-0.90023314116551, -0.006576590609901287, 0.435358518928054, -0.006233215329999098]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4389200542391488, -0.03380205254303306, 0.8978900863861794, 0.4973549775994559], [0.009367536925674384, 0.9994099744576056, 0.03304470012867689, -1.1971519468243546], [-0.8984772869909672, -0.00609296303337577, 0.438977722171439, -0.006126403810000625]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4421939123256792, -0.03563764884152344, 0.8962111926812552, 0.5016685834705205], [0.011103168518656005, 0.9993512534142003, 0.03426064722554315, -1.1936256947370927], [-0.8968507476447549, -0.005199065734827188, 0.44230273135549264, -0.006278991700000347]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.44565472884624885, -0.03623197765090348, 0.8944714117580734, 0.5558489584051354], [0.01212256898646455, 0.9993332524237871, 0.0344397143028786, -1.309522136210685], [-0.8951228440712173, -0.004504930143734058, 0.44579681428455187, -0.004425048830000833]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4488293535536942, -0.03381434891625093, 0.8929774919873081, 0.5060764909826904], [0.011320978589102776, 0.9994187834034496, 0.03215479473039747, -1.189575305544836], [-0.8935457720969632, -0.004322636665157017, 0.4489512980044751, 0.0010299682599992366]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.45187788779100496, -0.030704065798125877, 0.891551251958632, 0.5056674030415433], [0.009932971585353974, 0.9995187285674787, 0.02938787706411395, -1.18843225805404], [-0.8920245011214796, -0.004423978561801679, 0.45196539448575074, 0.0039291381900028455]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4549263125494745, -0.028191856046401873, 0.890082731774298, 0.5590521906556366], [0.0081108306045613, 0.9995884911686013, 0.027514773307869205, -1.3044889881682307], [-0.8904921473977421, -0.005297884100117141, 0.4549677657230452, 0.0046539306599981956]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4572740145026624, -0.02606284824371394, 0.8889438697702144, 0.5115874394568082], [0.006755343114989509, 0.9996434347967733, 0.025833478416736527, -1.183475305642777], [-0.8893001973462155, -0.005807857533924645, 0.4572870299831911, 0.0021820068400018044]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.45941889246231515, -0.023285196908273235, 0.8879144558197275, 0.515486708826454], [0.005554645049811032, 0.9997120837734793, 0.023342996287075035, -1.1795249164489148], [-0.8882023571051083, -0.0057921638642852435, 0.4594159593121455, -0.0027160644600030537]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4616053083651917, -0.021166605161542625, 0.8868328557935885, 0.5713044642436501], [0.004928747168485638, 0.9997610553047626, 0.021296472648230397, -1.294775416878683], [-0.8870717258150129, -0.0054595898969645815, 0.4615993350707207, -0.008766174309997155]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4632228996520744, -0.020507814225054575, 0.8860045004364453, 0.5222605817088734], [0.0049052506226693144, 0.9997762450418602, 0.020576646138938916, -1.1770025584991668], [-0.8862282345729304, -0.005185499562140259, 0.46321984720005044, -0.005661010739999028]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46447039847239485, -0.0198122855719644, 0.8853669986414162, 0.5260243371013582], [0.004813014529668959, 0.9997914266912217, 0.019847871570235195, -1.177078754130358], [-0.8855755664165718, -0.004957464588505524, 0.4644688791628797, -0.005958557130000486]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4657389680548629, -0.019436778914776, 0.8847086668845341, 0.5822228658765531], [0.004731604953128905, 0.999799159398086, 0.01947441350716934, -1.2935337043246213], [-0.8849095013331922, -0.004883901339995801, 0.46573739591957, -0.004188537600001041]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46673755000492234, -0.01790313972674814, 0.8842146441918541, 0.534157343570405], [0.004201684921676173, 0.9998286871498027, 0.01802615311487639, -1.1763286984213066], [-0.8843858915989228, -0.004698291202824829, 0.4667328152171774, -0.0035781860400021515]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4676627549619983, -0.016800073748987846, 0.8837473084221431, 0.5336389481199714], [0.004449945406543505, 0.9998514369241137, 0.016652389217882927, -1.1802779755644133], [-0.883895777570655, -0.003855074942676303, 0.4676680369556525, -0.002548217769998473]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46830968668823697, -0.015608570372340367, 0.8834265164035416, 0.589141170602578], [0.004805962709117764, 0.9998741616000698, 0.015118322889661093, -1.3014331477772167], [-0.8835513228309966, -0.002834342161627554, 0.46832576955374444, -0.0042343139599978485]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4684560067035666, -0.01721303569889265, 0.8833191276007649, 0.538121788201208], [0.005556617272412071, 0.9998478154173261, 0.01653692866552094, -1.182349833612287], [-0.8834693507914329, -0.0028385572443133072, 0.46848036117316044, -0.0022506713900014574]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4681032782450462, -0.01975318596805, 0.8834529600042963, 0.5392851975610986], [0.006202731430007644, 0.9997989482234387, 0.019068016522777058, -1.1856432703258457], [-0.8836519942935952, -0.0034459796019907134, 0.4681316889567877, 0.0020828247100013186]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46789171504693533, -0.020291348836464117, 0.8835528304254558, 0.5957458869016343], [0.005816193564587206, 0.9997854418658144, 0.019880697311647613, -1.310300110953772], [-0.8837666631429683, -0.0041630992751824514, 0.46790934348607344, 0.0008010864199974321]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4679442800074285, -0.01769842733518336, 0.8835807356875718, 0.5418752702040179], [0.0049332513514561225, 0.999836187178522, 0.017414414702171373, -1.198346273528383], [-0.8837442015874462, -0.0037900498911070508, 0.46795493552519585, 0.0018081665100027067]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4678055997108187, -0.011937081168561778, 0.8837507719783765, 0.5429838464583384], [0.0031942262749426213, 0.999925093264449, 0.011815446609729623, -1.2067368189861662], [-0.8838256150382301, -0.0027044321507615713, 0.46780868765878664, 0.002128601069998126]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46719657186386016, -0.007623731044641537, 0.8841206037434122, 0.6013408089208315], [0.0013754306812510913, 0.999967881302111, 0.007895856800139026, -1.3355032253977972], [-0.8841524028294545, -0.002472870624637974, 0.4671920520318981, 0.007766723629998751]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4667767789186782, -0.005358655789592902, 0.8843589336182633, 0.550731338601486], [-0.000148901797525857, 0.9999811521614914, 0.006137845715799957, -1.221868186952951], [-0.8843751559663795, -0.002996686487594722, 0.4667671832718502, 0.011161804200000347]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4661974446490021, -0.003383603106592786, 0.8846742303428746, 0.6069061295090641], [-0.0018144496161408778, 0.9999869257760606, 0.0047808000934514315, -1.3457879868965534], [-0.8846788402439222, -0.0038339936046001234, 0.46618521010185293, 0.009246826169999167]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46550642160411554, -0.002343403564524972, 0.885041400107964, 0.5533079595423822], [-0.0025561214510214755, 0.9999887642013778, 0.003992206674099022, -1.2230834260599224], [-0.8850408113123706, -0.00412067115102195, 0.4654952012435854, 3.051758000083282e-05]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4647222527200505, -0.002597535841932623, 0.885452698134887, 0.5558108655880787], [-0.0031090382536445274, 0.9999847459541809, 0.004565275467049932, -1.2208642936058076], [-0.8854510498655128, -0.004874491409629149, 0.4647070879872165, 0.0017318725600006246]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46360147274159286, -0.006417946488223275, 0.8860205891708728, 0.555314189827847], [-0.0024135310713225937, 0.9999609094898759, 0.008506136605297763, -1.225081534672119], [-0.8860405461036159, -0.006081895679352667, 0.4635678604102657, 0.0014266967800011798]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46220081557707754, -0.006001096494014265, 0.8867549790786369, 0.6114600767661793], [-0.002261104427162314, 0.9999658752674971, 0.00794579808941362, -1.3532946606614076], [-0.8867724023032368, -0.00567759996634069, 0.4621714739920329, -0.003318786619999514]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4613432756243701, -0.004316515197390874, 0.887211220472739, 0.5546088834062843], [-0.0012876124256327025, 0.9999838542644687, 0.005534732569813112, -1.2338298111295884], [-0.8872207865522639, -0.003695795845103923, 0.4613302688992491, -0.0034408569400028455]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4604744534492953, -0.0028766423858165276, 0.8876682953948266, 0.5535570349401047], [-0.00017590124977370222, 0.9999944337260247, 0.0033319027173004403, -1.2357527255095329], [-0.8876729390824771, -0.001690398045239584, 0.4604713843173379, -0.001106262199996877]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4597010302713544, -0.006767022212198735, 0.8880479548863535, 0.6105248408503008], [0.003147622142742049, 0.9999771025871376, 0.0059905572595509785, -1.3570735261034494], [-0.8880681591197276, 4.137406250195236e-05, 0.45971180433602654, 0.007736206049997918]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.45837415265783765, -0.010484346710921374, 0.8886974820765807, 0.5514241263055807], [0.0034566650084632802, 0.9999438852340362, 0.0100138828673042, -1.2315047833063717], [-0.8887526020452646, -0.0015181755847118608, 0.4583846719739496, 0.014167785650002429]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4575206899589939, -0.020831877173138336, 0.8889549207653273, 0.5502625570293548], [0.003575596984597504, 0.9997605526561919, 0.02158824816398144, -1.2330357057227705], [-0.8891917866049202, -0.006698525660859154, 0.45748562424224976, 0.016899108879997016]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.45746769824755557, -0.016212333480927214, 0.8890784359679335, 0.6009005897243672], [-0.0004995549250534345, 0.9998289407105505, 0.01848890917537331, -1.3609191327693353], [-0.8892260992036617, -0.008902222235012722, 0.4573813451971102, -0.0004577636699991672]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4583373764970154, -0.0007931759425433921, 0.8887779363697984, 0.540405821720777], [-0.0059903522255689585, 0.999974130938392, 0.003981599455135452, -1.239835594961774], [-0.8887581026275073, -0.007149008737698137, 0.45832076833591284, -0.007530212399998959]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4591176681665425, 0.011503846654163163, 0.8883009784355043, 0.5356979666316128], [-0.008705914218763652, 0.9999264013047018, -0.00844979475751728, -1.239538042742845], [-0.8883328057856088, -0.003854022053146113, 0.459184029207334, -0.00854492188000222]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.45924456013188464, 0.017639121024026136, 0.8881347281796672, 0.5897496655420609], [-0.009939144407723685, 0.9998422799628599, -0.014718308568321587, -1.3628498330853087], [-0.888254269563459, -0.0020679961725479385, 0.4593474458338874, 0.0014419555700015962]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.45944582674265677, 0.013792818340039458, 0.8880986940937337, 0.5402126630123392], [-0.008827959386154792, 0.9999009441475246, -0.010962163379795192, -1.2397755284135734], [-0.8881619218486193, -0.002803578985438511, 0.45952207838474896, 0.01167297362999875]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.45982774243572033, 0.010999743925733496, 0.8879400052481233, 0.5412646147034836], [-0.008642100248109501, 0.9999313572285985, -0.007911696042877675, -1.239957730065683], [-0.8879660812158146, -0.004035649209427096, 0.4598912394748219, 0.009147644050003123]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4607800419966638, 0.0068929076774988055, 0.8874876003197465, 0.5948372670404906], [-0.007444088325553282, 0.9999646811061289, -0.0039015496048635033, -1.363280312121733], [-0.8874831482606045, -0.004808779893832451, 0.4608150791688338, 0.00406646727999771]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46133675907771443, 0.00347089174792111, 0.8872183201637267, 0.5467602224035636], [-0.006547730889810836, 0.999978434688287, -0.0005073249039280549, -1.236023136418622], [-0.8872009478939173, -0.005575219173964532, 0.4613495366718132, -0.002265930180001874]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46186751704675544, 0.0031482375186508613, 0.8869433382677787, 0.5459232088828673], [-0.006593144722394014, 0.9999782582407214, -0.00011614009996142168, -1.2365548389463827], [-0.8869244201958444, -0.00579410445016399, 0.46187823201996214, -0.003997802729998057]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4623506508449179, 0.010186912825586892, 0.8866386538327576, 0.6031373883042299], [-0.008650665212872086, 0.9999382373770652, -0.00697763732381245, -1.3700479424043848], [-0.8866549732870479, -0.004443899001074294, 0.462410218428413, -0.0019226074199991672]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46350909794745077, 0.015923351906180702, 0.8859490747125438, 0.5499140240597404], [-0.01144126390142099, 0.9998627200654364, -0.011984928188555033, -1.2520679643740602], [-0.8860182919106572, -0.004581253913363837, 0.4636276507201687, 0.005111694329997363]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4647843741515664, 0.019747941267357714, 0.8852036513482294, 0.5477426809379922], [-0.01362719754714918, 0.9997923789651114, -0.015149206259529962, -1.2511745268315972], [-0.8853190300855097, -0.005021730676151463, 0.4649569842356049, 0.0023956298900031925]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4651051703606796, 0.0229417955777576, 0.8849581089065357, 0.6015449563457205], [-0.014780433553120536, 0.9997260397968941, -0.018148943109745498, -1.3733285877679595], [-0.8851320349460554, -0.004638897249063794, 0.4653168397388683, -0.0013885498100023597]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46518082268950833, 0.022714559338278484, 0.8849242063566687, 0.5523921905827], [-0.014796341565016328, 0.9997305896087783, -0.017883413454251255, -1.2487301444265453], [-0.8850920124361102, -0.004774619833259041, 0.4653915905205468, 0.0012741088900014574]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46550129231664905, 0.021856633765704007, 0.8847772795522959, 0.5593382613404907], [-0.014460325706580221, 0.9997494031133909, -0.01708888395647838, -1.250685873393034], [-0.8849290625987991, -0.004839270074118243, 0.46570069318518353, 0.003585815430000139]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4658639279674553, 0.02924836706111536, 0.8843728476400616, 0.6201467254499727], [-0.0154625736534838, 0.9995700344498106, -0.024912949364032107, -1.3763591766240848], [-0.8847212608696279, -0.002068635845793346, 0.46611587755728007, 0.003654479979999792]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.466300324522556, 0.04014898871958596, 0.8837149235216941, 0.5580845014929975], [-0.01739546943912356, 0.9991925555631884, -0.03621649555240256, -1.2544829805773912], [-0.8844554284943654, 0.0015151276841359749, 0.4666222234259201, 0.006523132319998126]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.4670233303491666, 0.04086926013864847, 0.8833000127280043, 0.5613233309548881], [-0.018341955673682443, 0.9991641326637237, -0.03653229612840214, -1.260681424239083], [-0.8840547390131664, 0.0008599849231681387, 0.4673825829599281, 0.020500183110002013]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46803250683932907, 0.038543896495533, 0.8828702852540882, 0.6199933841455023], [-0.018499248770956947, 0.9992567805917074, -0.033818105156951966, -1.38394238034669], [-0.883517600467927, -0.0005044645062368257, 0.46839768912640717, 0.020851135249998265]]]
[[[721.5377, 0, 609.5593], [0, 721.5377, 172.854], [0, 0, 1]], [[0.46854303950624937, 0.03669808649824658, 0.8826781239940257, 0.5678396404614083], [-0.017803826020482666, 0.9993261696265296, -0.03209720359471624, -1.2595928806715997], [-0.8832612546179515, -0.000676126419756397, 0.4688806873222514, 0.009223937990000763]]]
